ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,RiskScore,LoanApproved
2020-03-23,61,28654,561,Employed,Master,38,47078,84,Divorced,1,Mortgage,1113,0.2536125931597521,2,1,0.46611293362183287,0,Debt Consolidation,0,77,62,1234,738,9016,7212,2387.8333333333335,0.9233413572521749,76,1804,0.15,0.14890125261313011,905,0.8451176101067913,90.02620789561755,0
2020-03-24,35,80322,501,Employed,Master,11,34614,24,Single,1,Mortgage,451,0.2239963162796765,4,1,0.06737880032867707,0,Home,0,86,49,9109,334,218948,28340,6693.5,0.9577407469062957,19,190608,0.15,0.15,1678,0.31806976917905433,78.2858419420542,0
2020-03-25,31,18000,616,Employed,High School,7,63760,48,Married,1,Mortgage,900,0.1611703509024721,6,0,0.6,0,Home,2,76,141,6884,932,257899,14124,1500.0,0.7964443816676572,1,243775,0.15,0.15,1774,1.7826666666666666,99.96704120619411,0
2020-03-26,35,20260,521,Employed,Bachelor,11,13751,36,Married,1,Rent,813,0.17506413719295955,2,1,0.4815399802566634,0,Debt Consolidation,0,92,86,3185,788,1311008,41032,1688.3333333333333,0.7525077848204854,74,1269976,0.15,0.15,476,0.7634748272458046,87.66566271918077,0
2020-03-27,53,26959,491,Employed,Bachelor,32,8761,24,Widowed,1,Rent,260,0.1722490453506114,2,2,0.11573129567120441,0,Education,0,88,104,768,592,9444,7555,2246.5833333333335,0.7619296235729901,12,1889,0.15,0.14485003007596467,422,0.3035720909529285,79.32976077042792,0
2020-03-28,46,27746,607,Employed,High School,24,13425,12,Married,2,Rent,331,0.4250381047833237,1,0,0.1431557702011101,0,Debt Consolidation,0,78,66,7956,1838,79934,26863,2312.1666666666665,0.8589002692863188,72,53071,0.15,0.15,1211,0.6669069415411231,69.804199107012,0
2020-03-29,35,81210,559,Employed,Associate,14,47880,36,Widowed,1,Other,703,0.4236803814537074,0,1,0.10387883265607684,0,Other,0,66,96,1033,1582,108167,6283,6767.5,0.5730004284399725,23,101884,0.15,0.15,1659,0.349021056520133,57.35440304416015,0
2020-03-30,48,40924,565,Employed,Associate,24,22027,48,Married,1,Rent,543,0.4058695128585041,1,0,0.15922197243671193,0,Auto,0,77,100,8307,1675,154481,64851,3410.3333333333335,0.8738711379122398,104,89630,0.15,0.1439395629699824,606,0.33691721239370537,62.085290893781085,0
2020-03-31,43,24072,532,Employed,Bachelor,19,22946,48,Married,1,Mortgage,237,0.2621293631381716,2,1,0.11814556331006978,0,Home,0,83,67,1883,355,81500,22254,2006.0,0.7447971772486623,9,59246,0.15,0.15,638,0.4361914257228315,73.88457317945085,0
2020-04-01,54,146697,584,Employed,Master,34,128126,24,Married,4,Rent,627,0.35987919741371593,3,1,0.051289392421112905,0,Home,1,48,79,6532,2858,38218,14674,12224.75,0.8668602789910286,5,23544,0.15,0.14785303584242082,6199,0.5583754269003456,64.92066792096972,0
2020-04-02,32,33046,511,Employed,High School,9,19905,36,Married,2,Mortgage,599,0.6015724345660213,4,1,0.21751497912001452,0,Other,0,79,51,6167,1173,68471,12644,2753.8333333333335,0.9057626665949804,31,55827,0.15,0.14881354599705865,688,0.46734854445318647,76.56905266333206,0
2020-04-03,37,37204,525,Employed,Bachelor,12,59335,36,Married,3,Other,687,0.49583176458245354,4,0,0.22158907644339318,0,Debt Consolidation,0,85,78,452,383,15508,3502,3100.3333333333335,0.8283435512624019,18,12006,0.15,0.14257010723530936,2035,0.8779701107407806,100.36777151960995,0
2020-04-04,36,58215,505,Employed,Bachelor,14,16969,60,Single,1,Mortgage,909,0.5756143475110373,1,2,0.18737438804431847,0,Home,0,98,1,364,1031,26228,20982,4851.25,0.7098597089424182,2,5246,0.15,0.15,403,0.27044576140170057,81.92689895574262,0
